Start,End,1,11,12
Mon Apr 15 10:00:00 2024,Mon Apr 15 10:30:00 2024,Deep Learning,Deep Learning 09:00 AM-10:30 AM ROOM: Think Tank 7 (1.409),Database Systems 09:00 AM-10:30 AM ROOM: Lecture Theatre 5 (2.505)
Mon Apr 15 10:30:00 2024,Mon Apr 15 11:00:00 2024,Programming Language Concepts,Programming Language Concepts 10:30 AM-12:00 PM ROOM: Lecture Theat,Programming Language Concepts 10:30 AM-12:00 PM ROOM: Lecture Theat
Mon Apr 15 11:00:00 2024,Mon Apr 15 11:30:00 2024,Programming Language Concepts,Programming Language Concepts 10:30 AM-12:00 PM ROOM: Lecture Theat,Programming Language Concepts 10:30 AM-12:00 PM ROOM: Lecture Theat
Mon Apr 15 11:30:00 2024,Mon Apr 15 12:00:00 2024,Programming Language Concepts,Programming Language Concepts 10:30 AM-12:00 PM ROOM: Lecture Theat,Programming Language Concepts 10:30 AM-12:00 PM ROOM: Lecture Theat
Mon Apr 15 12:00:00 2024,Mon Apr 15 15:00:00 2024,FREE,FREE,FREE
Mon Apr 15 15:00:00 2024,Mon Apr 15 15:30:00 2024,,International Trade 03:00 PM-06:00 PM ROOM: Think Tank 9 (1.415),International Trade 03:00 PM-06:00 PM ROOM: Think Tank 9 (1.415)
Mon Apr 15 15:30:00 2024,Mon Apr 15 16:00:00 2024,,International Trade 03:00 PM-06:00 PM ROOM: Think Tank 9 (1.415),International Trade 03:00 PM-06:00 PM ROOM: Think Tank 9 (1.415)
Mon Apr 15 16:00:00 2024,Mon Apr 15 16:30:00 2024,,International Trade 03:00 PM-06:00 PM ROOM: Think Tank 9 (1.415),International Trade 03:00 PM-06:00 PM ROOM: Think Tank 9 (1.415)
Mon Apr 15 16:30:00 2024,Mon Apr 15 17:00:00 2024,,International Trade 03:00 PM-06:00 PM ROOM: Think Tank 9 (1.415),International Trade 03:00 PM-06:00 PM ROOM: Think Tank 9 (1.415)
Mon Apr 15 17:00:00 2024,Mon Apr 15 17:30:00 2024,,International Trade 03:00 PM-06:00 PM ROOM: Think Tank 9 (1.415),International Trade 03:00 PM-06:00 PM ROOM: Think Tank 9 (1.415)
Mon Apr 15 17:30:00 2024,Mon Apr 15 18:00:00 2024,,International Trade 03:00 PM-06:00 PM ROOM: Think Tank 9 (1.415),International Trade 03:00 PM-06:00 PM ROOM: Think Tank 9 (1.415)
Mon Apr 15 18:00:00 2024,Tue Apr 16 09:00:00 2024,FREE,FREE,FREE
Tue Apr 16 09:00:00 2024,Tue Apr 16 09:30:00 2024,Deep Learning,Deep Learning 09:00 AM-10:30 AM ROOM: Think Tank 7 (1.409),
Tue Apr 16 09:30:00 2024,Tue Apr 16 10:00:00 2024,Deep Learning,Deep Learning 09:00 AM-10:30 AM ROOM: Think Tank 7 (1.409),
Tue Apr 16 10:00:00 2024,Tue Apr 16 10:30:00 2024,Deep Learning,Deep Learning 09:00 AM-10:30 AM ROOM: Think Tank 7 (1.409),
Tue Apr 16 10:30:00 2024,Tue Apr 16 11:00:00 2024,,,Database Systems 10:30 AM-12:00 PM ROOM: Lecture Theatre 5 (2.505)
Tue Apr 16 11:00:00 2024,Tue Apr 16 11:30:00 2024,,,Database Systems 10:30 AM-12:00 PM ROOM: Lecture Theatre 5 (2.505)
Tue Apr 16 11:30:00 2024,Tue Apr 16 12:00:00 2024,,,Database Systems 10:30 AM-12:00 PM ROOM: Lecture Theatre 5 (2.505)
Tue Apr 16 12:00:00 2024,Tue Apr 16 13:30:00 2024,FREE,FREE,FREE
Tue Apr 16 13:30:00 2024,Tue Apr 16 14:00:00 2024,Programming Language Concepts,Programming Language Concepts 01:30 PM-03:00 PM ROOM: Think Tank 4 ,Programming Language Concepts 01:30 PM-03:00 PM ROOM: Think Tank 4 
Tue Apr 16 14:00:00 2024,Tue Apr 16 14:30:00 2024,Programming Language Concepts,Programming Language Concepts 01:30 PM-03:00 PM ROOM: Think Tank 4 ,Programming Language Concepts 01:30 PM-03:00 PM ROOM: Think Tank 4 
Tue Apr 16 14:30:00 2024,Tue Apr 16 15:00:00 2024,Programming Language Concepts,Programming Language Concepts 01:30 PM-03:00 PM ROOM: Think Tank 4 ,Programming Language Concepts 01:30 PM-03:00 PM ROOM: Think Tank 4 
Tue Apr 16 15:00:00 2024,Wed Apr 17 10:30:00 2024,FREE,FREE,FREE
Wed Apr 17 10:30:00 2024,Wed Apr 17 11:00:00 2024,Capstone 2,Capstone 2 10:30 AM-01:30 PM ROOM: TBC,Capstone 2 10:30 AM-01:30 PM ROOM: TBC
Wed Apr 17 11:00:00 2024,Wed Apr 17 11:30:00 2024,Capstone 2,Capstone 2 10:30 AM-01:30 PM ROOM: TBC,Capstone 2 10:30 AM-01:30 PM ROOM: TBC
Wed Apr 17 11:30:00 2024,Wed Apr 17 12:00:00 2024,Capstone 2,Capstone 2 10:30 AM-01:30 PM ROOM: TBC,Capstone 2 10:30 AM-01:30 PM ROOM: TBC
Wed Apr 17 12:00:00 2024,Wed Apr 17 12:30:00 2024,Capstone 2,Capstone 2 10:30 AM-01:30 PM ROOM: TBC,Capstone 2 10:30 AM-01:30 PM ROOM: TBC
Wed Apr 17 12:30:00 2024,Wed Apr 17 13:00:00 2024,Capstone 2,Capstone 2 10:30 AM-01:30 PM ROOM: TBC,Capstone 2 10:30 AM-01:30 PM ROOM: TBC
Wed Apr 17 13:00:00 2024,Wed Apr 17 13:30:00 2024,Capstone 2,Capstone 2 10:30 AM-01:30 PM ROOM: TBC,Capstone 2 10:30 AM-01:30 PM ROOM: TBC
Wed Apr 17 13:30:00 2024,Thu Apr 18 08:30:00 2024,FREE,FREE,FREE
Thu Apr 18 08:30:00 2024,Thu Apr 18 09:00:00 2024,Design in the Anthropocene,,
Thu Apr 18 09:00:00 2024,Thu Apr 18 09:30:00 2024,Design in the Anthropocene,,
Thu Apr 18 09:30:00 2024,Thu Apr 18 10:00:00 2024,Design in the Anthropocene,,
Thu Apr 18 10:00:00 2024,Thu Apr 18 10:30:00 2024,Design in the Anthropocene,,
Thu Apr 18 10:30:00 2024,Thu Apr 18 11:00:00 2024,Design in the Anthropocene,,
Thu Apr 18 11:00:00 2024,Thu Apr 18 11:30:00 2024,Design in the Anthropocene,,
Thu Apr 18 11:30:00 2024,Thu Apr 18 12:00:00 2024,Programming Language Concepts,Programming Language Concepts 11:30 AM-01:30 PM ROOM: Think Tank 4 ,Programming Language Concepts 11:30 AM-01:30 PM ROOM: Think Tank 4 
Thu Apr 18 12:00:00 2024,Thu Apr 18 12:30:00 2024,Programming Language Concepts,Programming Language Concepts 11:30 AM-01:30 PM ROOM: Think Tank 4 ,Programming Language Concepts 11:30 AM-01:30 PM ROOM: Think Tank 4 
Thu Apr 18 12:30:00 2024,Thu Apr 18 13:00:00 2024,Programming Language Concepts,Programming Language Concepts 11:30 AM-01:30 PM ROOM: Think Tank 4 ,Programming Language Concepts 11:30 AM-01:30 PM ROOM: Think Tank 4 
Thu Apr 18 13:00:00 2024,Thu Apr 18 13:30:00 2024,Programming Language Concepts,Programming Language Concepts 11:30 AM-01:30 PM ROOM: Think Tank 4 ,Programming Language Concepts 11:30 AM-01:30 PM ROOM: Think Tank 4 
Thu Apr 18 13:30:00 2024,Thu Apr 18 16:00:00 2024,FREE,FREE,FREE
Thu Apr 18 16:00:00 2024,Thu Apr 18 16:30:00 2024,,,Database Systems 04:00 PM-06:00 PM ROOM: Cohort Classroom 14 (2.507
Thu Apr 18 16:30:00 2024,Thu Apr 18 17:00:00 2024,,,Database Systems 04:00 PM-06:00 PM ROOM: Cohort Classroom 14 (2.507
Thu Apr 18 17:00:00 2024,Thu Apr 18 17:30:00 2024,,,Database Systems 04:00 PM-06:00 PM ROOM: Cohort Classroom 14 (2.507
Thu Apr 18 17:30:00 2024,Thu Apr 18 18:00:00 2024,,,Database Systems 04:00 PM-06:00 PM ROOM: Cohort Classroom 14 (2.507
Thu Apr 18 18:00:00 2024,Fri Apr 19 08:30:00 2024,FREE,FREE,FREE
Fri Apr 19 08:30:00 2024,Fri Apr 19 09:00:00 2024,Capstone 2,Capstone 2 08:30 AM-11:30 AM ROOM: TBC,Capstone 2 08:30 AM-11:30 AM ROOM: TBC
Fri Apr 19 09:00:00 2024,Fri Apr 19 09:30:00 2024,Capstone 2,Capstone 2 08:30 AM-11:30 AM ROOM: TBC,Capstone 2 08:30 AM-11:30 AM ROOM: TBC
Fri Apr 19 09:30:00 2024,Fri Apr 19 10:00:00 2024,Capstone 2,Capstone 2 08:30 AM-11:30 AM ROOM: TBC,Capstone 2 08:30 AM-11:30 AM ROOM: TBC
Fri Apr 19 10:00:00 2024,Fri Apr 19 10:30:00 2024,Capstone 2,Capstone 2 08:30 AM-11:30 AM ROOM: TBC,Capstone 2 08:30 AM-11:30 AM ROOM: TBC
Fri Apr 19 10:30:00 2024,Fri Apr 19 11:00:00 2024,Capstone 2,Capstone 2 08:30 AM-11:30 AM ROOM: TBC,Capstone 2 08:30 AM-11:30 AM ROOM: TBC
Fri Apr 19 11:00:00 2024,Fri Apr 19 11:30:00 2024,Capstone 2,Capstone 2 08:30 AM-11:30 AM ROOM: TBC,Capstone 2 08:30 AM-11:30 AM ROOM: TBC
Fri Apr 19 11:30:00 2024,Fri Apr 19 12:00:00 2024,Deep Learning,Deep Learning 11:30 AM-01:30 PM ROOM: Think Tank 7 (1.409),
Fri Apr 19 12:00:00 2024,Fri Apr 19 12:30:00 2024,Deep Learning,Deep Learning 11:30 AM-01:30 PM ROOM: Think Tank 7 (1.409),
Fri Apr 19 12:30:00 2024,Fri Apr 19 13:00:00 2024,Deep Learning,Deep Learning 11:30 AM-01:30 PM ROOM: Think Tank 7 (1.409),
Fri Apr 19 13:00:00 2024,Fri Apr 19 13:30:00 2024,Deep Learning,Deep Learning 11:30 AM-01:30 PM ROOM: Think Tank 7 (1.409),
Fri Apr 19 13:30:00 2024,Mon Apr 22 08:30:00 2024,FREE,FREE,FREE
Mon Apr 22 08:30:00 2024,Mon Apr 22 09:00:00 2024,,Deep Learning 08:30 AM-10:00 AM ROOM: Think Tank 7 (1.409),
Mon Apr 22 09:00:00 2024,Mon Apr 22 09:30:00 2024,,Deep Learning 08:30 AM-10:00 AM ROOM: Think Tank 7 (1.409),
Mon Apr 22 09:30:00 2024,Mon Apr 22 10:00:00 2024,,Deep Learning 08:30 AM-10:00 AM ROOM: Think Tank 7 (1.409),
Mon Apr 22 10:00:00 2024,Wed Apr 24 09:00:00 2024,FREE,FREE,FREE
Wed Apr 24 09:00:00 2024,Wed Apr 24 09:30:00 2024,Deep Learning,Deep Learning 09:00 AM-11:00 AM ,
Wed Apr 24 09:30:00 2024,Wed Apr 24 10:00:00 2024,Deep Learning,Deep Learning 09:00 AM-11:00 AM ,
Wed Apr 24 10:00:00 2024,Wed Apr 24 10:30:00 2024,Deep Learning,Deep Learning 09:00 AM-11:00 AM ,
Wed Apr 24 10:30:00 2024,Wed Apr 24 11:00:00 2024,Deep Learning,Deep Learning 09:00 AM-11:00 AM ,
Wed Apr 24 11:00:00 2024,Wed Apr 24 13:00:00 2024,FREE,FREE,FREE
Wed Apr 24 13:00:00 2024,Wed Apr 24 13:30:00 2024,Programming Language Concepts,Programming Language Concepts 01:00 PM-03:00 PM ,Programming Language Concepts 01:00 PM-03:00 PM 
Wed Apr 24 13:30:00 2024,Wed Apr 24 14:00:00 2024,Programming Language Concepts,Programming Language Concepts 01:00 PM-03:00 PM ,Programming Language Concepts 01:00 PM-03:00 PM 
Wed Apr 24 14:00:00 2024,Wed Apr 24 14:30:00 2024,Programming Language Concepts,Programming Language Concepts 01:00 PM-03:00 PM ,Programming Language Concepts 01:00 PM-03:00 PM 
Wed Apr 24 14:30:00 2024,Wed Apr 24 15:00:00 2024,Programming Language Concepts,Programming Language Concepts 01:00 PM-03:00 PM ,Programming Language Concepts 01:00 PM-03:00 PM 
Wed Apr 24 15:00:00 2024,Thu Apr 25 09:00:00 2024,FREE,FREE,FREE
Thu Apr 25 09:00:00 2024,Thu Apr 25 09:30:00 2024,,,Database Systems 09:00 AM-11:00 AM 
Thu Apr 25 09:30:00 2024,Thu Apr 25 10:00:00 2024,,,Database Systems 09:00 AM-11:00 AM 
Thu Apr 25 10:00:00 2024,Thu Apr 25 10:30:00 2024,,,Database Systems 09:00 AM-11:00 AM 
Thu Apr 25 10:30:00 2024,Thu Apr 25 11:00:00 2024,,,Database Systems 09:00 AM-11:00 AM 
